participant,exp,voice_pair,actor,emotion,level,contrast,stim_language,listener_group,native_stimulus,H_side,ccr_raw,score_H,rt_ms,n_replays,catch_pass,in_primary
P11,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,left,-1,1,545,0,1,1
P11,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,left,-1,1,598,0,1,1
P11,2,jp_hap_short_sentence,,hap,jp,L_vs_E@jp,jp,en,0,left,0,0,744,0,1,1
P11,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,left,-1,1,984,0,1,1
P11,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,right,1,1,716,0,1,1
P11,2,cn_esd0002_short3_ang,,ang,cn,L_vs_E@cn,cn,en,0,right,0,0,907,0,1,1
P11,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,right,0,0,685,0,1,1
P11,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,left,0,0,771,0,1,1
P11,2,jp_ang_short_sentence,,ang,jp,L_vs_Lrev@jp,jp,en,0,left,1,-1,656,0,1,1
P11,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,right,1,1,1374,0,1,1
P11,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,right,0,0,1074,0,1,1
P11,2,en_sad_short_sentence,,sad,en,L_vs_E@en,en,en,1,left,0,0,879,0,1,1
P11,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,right,0,0,585,0,1,1
P11,2,jp_sad_short_sentence,,sad,jp,L_vs_Lrev@jp,jp,en,0,left,-2,2,860,0,1,1
P12,1,rav04_hap,rav04,hap,strong,H_vs_R@strong,en,en,1,right,1,1,838,0,1,1
P12,1,rav20_fea_r2,rav20,fear,strong,H_vs_E@strong,en,en,1,left,-1,1,570,0,1,1
P12,1,rav06_ang,rav06,ang,strong,H_vs_R@strong,en,en,1,left,2,-2,901,0,1,1
P12,1,rav20_fea_r2,rav20,fear,strong,H_vs_R@strong,en,en,1,right,1,1,1821,0,1,1
P12,1,rav08_ang,rav08,ang,normal,H_vs_E@normal,en,en,1,left,1,-1,1259,0,1,1
P12,1,rav14_hap,rav14,hap,strong,H_vs_R@strong,en,en,1,left,1,-1,1084,0,1,1
P12,1,rav08_ang,rav08,ang,strong,H_vs_R@strong,en,en,1,right,-1,-1,846,0,1,1
P12,1,rav02_dis,rav02,dis,strong,H_vs_E@strong,en,en,1,right,-1,-1,2741,0,1,1
P12,1,rav10_fea,rav10,fear,normal,H_vs_E@normal,en,en,1,right,-1,-1,6294,0,1,1
P12,1,rav18_dis,rav18,dis,normal,H_vs_E@normal,en,en,1,right,1,1,896,0,1,1
P12,1,rav04_hap,rav04,hap,strong,H_vs_E@strong,en,en,1,left,-1,1,1020,0,1,1
P12,1,rav24_dis,rav24,dis,strong,H_vs_R@strong,en,en,1,left,-1,1,3933,0,1,1
P12,1,rav18_dis,rav18,dis,strong,H_vs_R@strong,en,en,1,left,2,-2,849,0,1,1
P12,1,rav10_fea,rav10,fear,strong,H_vs_E@strong,en,en,1,right,0,0,2974,0,1,1
P12,1,rav16_hap,rav16,hap,strong,H_vs_R@strong,en,en,1,right,1,1,552,0,1,1
P12,1,rav20_fea_r2,rav20,fear,normal,H_vs_E@normal,en,en,1,left,0,0,564,0,1,1
P12,1,rav16_hap,rav16,hap,strong,H_vs_E@strong,en,en,1,left,-1,1,468,0,1,1
P12,1,rav16_hap,rav16,hap,normal,H_vs_E@normal,en,en,1,left,0,0,280,0,1,1
P12,1,rav08_ang,rav08,ang,strong,H_vs_E@strong,en,en,1,left,-1,1,582,0,1,1
P12,1,rav24_dis,rav24,dis,normal,H_vs_E@normal,en,en,1,right,-1,-1,1363,0,1,1
P12,1,rav24_dis,rav24,dis,strong,H_vs_E@strong,en,en,1,right,1,1,956,0,1,1
P12,1,rav02_dis,rav02,dis,strong,H_vs_R@strong,en,en,1,left,1,-1,1479,0,1,1
P12,1,rav12_fea_r2,rav12,fear,strong,H_vs_E@strong,en,en,1,left,1,-1,1695,0,1,1
P12,1,rav04_hap,rav04,hap,normal,H_vs_E@normal,en,en,1,left,-1,1,3095,0,1,1
P12,1,rav14_hap,rav14,hap,strong,H_vs_E@strong,en,en,1,right,0,0,762,0,1,1
P12,1,rav02_dis,rav02,dis,normal,H_vs_E@normal,en,en,1,right,1,1,675,0,1,1
P12,1,rav06_ang,rav06,ang,normal,H_vs_E@normal,en,en,1,right,1,1,1184,0,1,1
P12,1,rav18_dis,rav18,dis,strong,H_vs_E@strong,en,en,1,right,1,1,6423,0,1,1
P12,1,rav02_ang,rav02,ang,strong,H_vs_R@strong,en,en,1,right,-1,-1,854,0,1,1
P12,1,rav12_fea_r2,rav12,fear,normal,H_vs_E@normal,en,en,1,left,-2,2,655,0,1,1
P12,1,rav10_fea,rav10,fear,strong,H_vs_R@strong,en,en,1,left,1,-1,1041,0,1,1
P12,1,rav02_ang,rav02,ang,strong,H_vs_E@strong,en,en,1,left,2,-2,682,0,1,1
P12,1,rav14_hap,rav14,hap,normal,H_vs_E@normal,en,en,1,right,-2,-2,735,0,1,1
P12,1,rav06_ang,rav06,ang,strong,H_vs_E@strong,en,en,1,right,2,2,661,0,1,1
P12,1,rav12_fea_r2,rav12,fear,strong,H_vs_R@strong,en,en,1,right,1,1,470,0,1,1
P12,1,rav02_ang,rav02,ang,normal,H_vs_E@normal,en,en,1,left,-2,2,734,0,1,1
P12,1,rav20_fea_r2,rav20,fear,strong,mute:H_vs_E@strong,en,en,1,right,-1,-1,825,0,1,1
P12,1,rav10_fea,rav10,fear,strong,mute:H_vs_E@strong,en,en,1,left,1,-1,1144,0,1,1
P12,1,rav04_hap,rav04,hap,strong,mute:H_vs_E@strong,en,en,1,left,1,-1,4321,0,1,1
P12,1,rav06_ang,rav06,ang,strong,mute:H_vs_E@strong,en,en,1,right,1,1,605,0,1,1
P12,1,rav18_dis,rav18,dis,strong,mute:H_vs_E@strong,en,en,1,left,1,-1,3005,0,1,1
P12,1,rav16_hap,rav16,hap,strong,mute:H_vs_E@strong,en,en,1,right,1,1,886,0,1,1
P12,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,left,1,-1,747,0,1,1
P12,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,left,2,-2,4516,0,1,1
P12,2,en_sad_short_sentence,,sad,en,L_vs_E@en,en,en,1,right,-1,-1,699,0,1,1
P12,2,cn_esd0002_short3_ang,,ang,cn,L_vs_E@cn,cn,en,0,left,0,0,1203,0,1,1
P12,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,left,-1,1,645,0,1,1
P12,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,right,0,0,644,0,1,1
P12,2,jp_sad_short_sentence,,sad,jp,L_vs_Lrev@jp,jp,en,0,right,1,1,563,0,1,1
P12,2,en_ang_short_sentence,,ang,en,L_vs_E@en,en,en,1,right,1,1,637,0,1,1
P12,2,jp_sad_short_sentence,,sad,jp,L_vs_E@jp,jp,en,0,left,1,-1,377,0,1,1
P12,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,right,1,1,315,0,1,1
P12,2,jp_ang_short_sentence,,ang,jp,L_vs_Lrev@jp,jp,en,0,right,-1,-1,636,0,1,1
P12,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,right,1,1,424,0,1,1
P12,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,left,0,0,491,0,1,1
P12,2,jp_hap_short_sentence,,hap,jp,L_vs_E@jp,jp,en,0,right,-1,-1,642,0,1,1
P12,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,left,1,-1,798,0,1,1
P12,2,jp_hap_short_sentence,,hap,jp,L_vs_Lrev@jp,jp,en,0,left,1,-1,807,0,1,1
P12,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,right,1,1,673,0,1,1
P12,2,en_ang_short_sentence,,ang,en,L_vs_Lrev@en,en,en,1,left,1,-1,923,0,1,1
P13,1,rav20_fea_r2,rav20,fear,strong,H_vs_E@strong,en,en,1,right,-1,-1,1076,5,1,1
P13,1,rav12_fea_r2,rav12,fear,strong,H_vs_E@strong,en,en,1,right,-1,-1,4936,2,1,1
P13,1,rav08_ang,rav08,ang,normal,H_vs_E@normal,en,en,1,right,1,1,1436,0,1,1
P13,1,rav08_ang,rav08,ang,strong,H_vs_E@strong,en,en,1,right,-2,-2,1665,0,1,1
P13,1,rav02_dis,rav02,dis,normal,H_vs_E@normal,en,en,1,left,0,0,657,0,1,1
P13,1,rav20_fea_r2,rav20,fear,strong,H_vs_R@strong,en,en,1,left,-1,1,974,1,1,1
P13,1,rav06_ang,rav06,ang,strong,H_vs_R@strong,en,en,1,right,0,0,803,0,1,1
P13,1,rav06_ang,rav06,ang,normal,H_vs_E@normal,en,en,1,left,0,0,1223,4,1,1
P13,1,rav06_ang,rav06,ang,strong,H_vs_E@strong,en,en,1,left,-1,1,1411,1,1,1
P13,1,rav14_hap,rav14,hap,strong,H_vs_R@strong,en,en,1,right,0,0,684,1,1,1
P13,1,rav02_dis,rav02,dis,strong,H_vs_E@strong,en,en,1,left,1,-1,2189,1,1,1
P13,1,rav18_dis,rav18,dis,strong,H_vs_R@strong,en,en,1,right,1,1,770,2,1,1
P13,1,rav12_fea_r2,rav12,fear,normal,H_vs_E@normal,en,en,1,right,1,1,1787,1,1,1
P13,1,rav02_dis,rav02,dis,strong,H_vs_R@strong,en,en,1,right,0,0,518,0,1,1
P13,1,rav24_dis,rav24,dis,normal,H_vs_E@normal,en,en,1,left,1,-1,653,0,1,1
P13,1,rav16_hap,rav16,hap,strong,H_vs_R@strong,en,en,1,left,1,-1,638,2,1,1
P13,1,rav20_fea_r2,rav20,fear,normal,H_vs_E@normal,en,en,1,right,0,0,658,0,1,1
P13,1,rav12_fea_r2,rav12,fear,strong,H_vs_R@strong,en,en,1,left,1,-1,765,2,1,1
P13,1,rav18_dis,rav18,dis,normal,H_vs_E@normal,en,en,1,left,2,-2,921,0,1,1
P13,1,rav04_hap,rav04,hap,strong,H_vs_R@strong,en,en,1,left,0,0,714,1,1,1
P13,1,rav18_dis,rav18,dis,strong,H_vs_E@strong,en,en,1,left,-2,2,1052,2,1,1
P13,1,rav14_hap,rav14,hap,normal,H_vs_E@normal,en,en,1,left,-1,1,730,1,1,1
P13,1,rav14_hap,rav14,hap,strong,H_vs_E@strong,en,en,1,left,-1,1,1250,2,1,1
P13,1,rav04_hap,rav04,hap,strong,H_vs_E@strong,en,en,1,right,1,1,1025,2,1,1
P13,1,rav16_hap,rav16,hap,normal,H_vs_E@normal,en,en,1,right,1,1,1071,2,1,1
P13,1,rav10_fea,rav10,fear,strong,H_vs_E@strong,en,en,1,left,1,-1,847,1,1,1
P13,1,rav10_fea,rav10,fear,normal,H_vs_E@normal,en,en,1,left,0,0,1075,0,1,1
P13,1,rav10_fea,rav10,fear,strong,H_vs_R@strong,en,en,1,right,0,0,623,0,1,1
P13,1,rav04_hap,rav04,hap,normal,H_vs_E@normal,en,en,1,right,-2,-2,730,0,1,1
P13,1,rav24_dis,rav24,dis,strong,H_vs_E@strong,en,en,1,left,3,-3,1348,1,1,1
P13,1,rav16_hap,rav16,hap,strong,H_vs_E@strong,en,en,1,right,1,1,890,1,1,1
P13,1,rav24_dis,rav24,dis,strong,H_vs_R@strong,en,en,1,right,0,0,586,1,1,1
P13,1,rav02_ang,rav02,ang,strong,H_vs_E@strong,en,en,1,right,2,2,659,1,1,1
P13,1,rav02_ang,rav02,ang,normal,H_vs_E@normal,en,en,1,right,1,1,662,1,1,1
P13,1,rav08_ang,rav08,ang,strong,H_vs_R@strong,en,en,1,left,-1,1,1335,3,1,1
P13,1,rav02_ang,rav02,ang,strong,H_vs_R@strong,en,en,1,left,0,0,548,0,1,1
P13,1,rav18_dis,rav18,dis,strong,mute:H_vs_E@strong,en,en,1,right,3,3,1305,3,1,1
P13,1,rav16_hap,rav16,hap,strong,mute:H_vs_E@strong,en,en,1,left,-2,2,638,1,1,1
P13,1,rav20_fea_r2,rav20,fear,strong,mute:H_vs_E@strong,en,en,1,left,-3,3,1183,0,1,1
P13,1,rav04_hap,rav04,hap,strong,mute:H_vs_E@strong,en,en,1,right,3,3,1531,0,1,1
P13,1,rav06_ang,rav06,ang,strong,mute:H_vs_E@strong,en,en,1,left,-2,2,787,0,1,1
P13,1,rav10_fea,rav10,fear,strong,mute:H_vs_E@strong,en,en,1,right,2,2,1536,0,1,1
P13,2,jp_sad_short_sentence,,sad,jp,L_vs_Lrev@jp,jp,en,0,left,1,-1,800,4,1,1
P13,2,en_ang_short_sentence,,ang,en,L_vs_Lrev@en,en,en,1,right,0,0,953,1,1,1
P13,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,left,-1,1,1139,1,1,1
P13,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,right,-1,-1,2101,2,1,1
P13,2,jp_ang_short_sentence,,ang,jp,L_vs_Lrev@jp,jp,en,0,left,-2,2,1322,1,1,1
P13,2,en_sad_short_sentence,,sad,en,L_vs_E@en,en,en,1,left,-1,1,1596,1,1,1
P13,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,left,0,0,765,0,1,1
P13,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,right,1,1,743,1,1,1
P13,2,jp_sad_short_sentence,,sad,jp,L_vs_E@jp,jp,en,0,right,1,1,968,1,1,1
P13,2,en_ang_short_sentence,,ang,en,L_vs_E@en,en,en,1,left,0,0,1644,3,1,1
P13,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,right,0,0,662,3,1,1
P13,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,right,1,1,712,1,1,1
P13,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,left,0,0,832,0,1,1
P13,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,right,1,1,1466,1,1,1
P13,2,jp_hap_short_sentence,,hap,jp,L_vs_Lrev@jp,jp,en,0,right,-1,-1,937,1,1,1
P13,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,left,-2,2,1067,0,1,1
P13,2,jp_hap_short_sentence,,hap,jp,L_vs_E@jp,jp,en,0,left,-2,2,1158,0,1,1
P13,2,cn_esd0002_short3_ang,,ang,cn,L_vs_E@cn,cn,en,0,right,2,2,968,0,1,1
P14,1,rav18_dis,rav18,dis,strong,H_vs_E@strong,en,en,1,left,0,0,2790,1,1,1
P14,1,rav06_ang,rav06,ang,strong,H_vs_E@strong,en,en,1,left,-1,1,2443,2,1,1
P14,1,rav24_dis,rav24,dis,normal,H_vs_E@normal,en,en,1,left,2,-2,2904,3,1,1
P14,1,rav16_hap,rav16,hap,strong,H_vs_E@strong,en,en,1,right,1,1,6575,2,1,1
P14,1,rav16_hap,rav16,hap,normal,H_vs_E@normal,en,en,1,right,-1,-1,1727,4,1,1
P14,1,rav14_hap,rav14,hap,strong,H_vs_E@strong,en,en,1,left,1,-1,4887,2,1,1
P14,1,rav06_ang,rav06,ang,normal,H_vs_E@normal,en,en,1,left,0,0,1856,2,1,1
P14,1,rav10_fea,rav10,fear,normal,H_vs_E@normal,en,en,1,left,2,-2,2422,2,1,1
P14,1,rav24_dis,rav24,dis,strong,H_vs_R@strong,en,en,1,right,-1,-1,2433,2,1,1
P14,1,rav02_ang,rav02,ang,normal,H_vs_E@normal,en,en,1,right,0,0,1642,2,1,1
P14,1,rav10_fea,rav10,fear,strong,H_vs_R@strong,en,en,1,right,0,0,1385,3,1,1
P14,1,rav04_hap,rav04,hap,strong,H_vs_E@strong,en,en,1,right,-1,-1,1959,4,1,1
P14,1,rav08_ang,rav08,ang,strong,H_vs_R@strong,en,en,1,left,-1,1,2135,2,1,1
P14,1,rav14_hap,rav14,hap,strong,H_vs_R@strong,en,en,1,right,0,0,2652,1,1,1
P14,1,rav18_dis,rav18,dis,normal,H_vs_E@normal,en,en,1,left,0,0,1507,4,1,1
P14,1,rav10_fea,rav10,fear,strong,H_vs_E@strong,en,en,1,left,2,-2,3025,0,1,1
P14,1,rav04_hap,rav04,hap,strong,H_vs_R@strong,en,en,1,left,0,0,2137,4,1,1
P14,1,rav02_dis,rav02,dis,strong,H_vs_E@strong,en,en,1,left,2,-2,1389,4,1,1
P14,1,rav20_fea_r2,rav20,fear,strong,H_vs_R@strong,en,en,1,left,-1,1,1972,2,1,1
P14,1,rav24_dis,rav24,dis,strong,H_vs_E@strong,en,en,1,left,1,-1,1981,4,1,1
P14,1,rav20_fea_r2,rav20,fear,normal,H_vs_E@normal,en,en,1,right,0,0,1706,1,1,1
P14,1,rav14_hap,rav14,hap,normal,H_vs_E@normal,en,en,1,left,0,0,1240,1,1,1
P14,1,rav08_ang,rav08,ang,normal,H_vs_E@normal,en,en,1,right,0,0,1923,2,1,1
P14,1,rav04_hap,rav04,hap,normal,H_vs_E@normal,en,en,1,right,-2,-2,1802,3,1,1
P14,1,rav02_dis,rav02,dis,strong,H_vs_R@strong,en,en,1,right,0,0,1786,2,1,1
P14,1,rav12_fea_r2,rav12,fear,normal,H_vs_E@normal,en,en,1,right,-2,-2,1737,2,1,1
P14,1,rav20_fea_r2,rav20,fear,strong,H_vs_E@strong,en,en,1,right,0,0,1422,1,1,1
P14,1,rav02_dis,rav02,dis,normal,H_vs_E@normal,en,en,1,left,0,0,1751,3,1,1
P14,1,rav12_fea_r2,rav12,fear,strong,H_vs_E@strong,en,en,1,right,-1,-1,5754,3,1,1
P14,1,rav12_fea_r2,rav12,fear,strong,H_vs_R@strong,en,en,1,left,-2,2,3062,0,1,1
P14,1,rav02_ang,rav02,ang,strong,H_vs_E@strong,en,en,1,right,0,0,1901,1,1,1
P14,1,rav16_hap,rav16,hap,strong,H_vs_R@strong,en,en,1,left,-1,1,1963,5,1,1
P14,1,rav08_ang,rav08,ang,strong,H_vs_E@strong,en,en,1,right,-2,-2,2127,0,1,1
P14,1,rav18_dis,rav18,dis,strong,H_vs_R@strong,en,en,1,right,1,1,2560,2,1,1
P14,1,rav06_ang,rav06,ang,strong,H_vs_R@strong,en,en,1,right,1,1,1318,3,1,1
P14,1,rav02_ang,rav02,ang,strong,H_vs_R@strong,en,en,1,left,0,0,1524,1,1,1
P14,1,rav18_dis,rav18,dis,strong,mute:H_vs_E@strong,en,en,1,right,2,2,2580,1,1,1
P14,1,rav06_ang,rav06,ang,strong,mute:H_vs_E@strong,en,en,1,left,-1,1,2036,2,1,1
P14,1,rav10_fea,rav10,fear,strong,mute:H_vs_E@strong,en,en,1,right,2,2,1294,1,1,1
P14,1,rav20_fea_r2,rav20,fear,strong,mute:H_vs_E@strong,en,en,1,left,-1,1,1729,1,1,1
P14,1,rav04_hap,rav04,hap,strong,mute:H_vs_E@strong,en,en,1,right,2,2,1511,1,1,1
P14,1,rav16_hap,rav16,hap,strong,mute:H_vs_E@strong,en,en,1,left,-2,2,4944,0,1,1
P14,2,jp_hap_short_sentence,,hap,jp,L_vs_E@jp,jp,en,0,left,1,-1,2355,3,1,1
P14,2,cn_esd0002_short3_ang,,ang,cn,L_vs_E@cn,cn,en,0,right,0,0,1597,4,1,1
P14,2,en_sad_short_sentence,,sad,en,L_vs_E@en,en,en,1,left,2,-2,1517,3,1,1
P14,2,jp_hap_short_sentence,,hap,jp,L_vs_Lrev@jp,jp,en,0,right,-1,-1,1647,3,1,1
P14,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,left,1,-1,1641,7,1,1
P14,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,right,1,1,2476,9,1,1
P14,2,jp_ang_short_sentence,,ang,jp,L_vs_Lrev@jp,jp,en,0,left,0,0,2003,4,1,1
P14,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,right,0,0,2217,5,1,1
P14,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,left,2,-2,1218,4,1,1
P14,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,left,1,-1,1584,7,1,1
P14,2,en_ang_short_sentence,,ang,en,L_vs_E@en,en,en,1,left,1,-1,2086,5,1,1
P14,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,right,0,0,3340,2,1,1
P14,2,jp_sad_short_sentence,,sad,jp,L_vs_E@jp,jp,en,0,right,2,2,1602,3,1,1
P14,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,right,0,0,5381,2,1,1
P14,2,jp_sad_short_sentence,,sad,jp,L_vs_Lrev@jp,jp,en,0,left,-2,2,3481,4,1,1
P14,2,en_ang_short_sentence,,ang,en,L_vs_Lrev@en,en,en,1,right,1,1,2048,3,1,1
P14,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,left,0,0,1427,2,1,1
P14,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,right,-1,-1,1900,4,1,1
P15,1,rav08_ang,rav08,ang,normal,H_vs_E@normal,en,en,1,left,1,-1,2404,0,1,1
P15,1,rav24_dis,rav24,dis,strong,H_vs_R@strong,en,en,1,left,1,-1,797,0,1,1
P15,1,rav06_ang,rav06,ang,strong,H_vs_E@strong,en,en,1,right,1,1,1183,0,1,1
P15,1,rav18_dis,rav18,dis,normal,H_vs_E@normal,en,en,1,right,2,2,1397,0,1,1
P15,1,rav18_dis,rav18,dis,strong,H_vs_E@strong,en,en,1,right,-1,-1,1074,0,1,1
P15,1,rav02_dis,rav02,dis,normal,H_vs_E@normal,en,en,1,right,0,0,754,0,1,1
P15,1,rav10_fea,rav10,fear,strong,H_vs_R@strong,en,en,1,left,-1,1,1062,0,1,1
P15,1,rav20_fea_r2,rav20,fear,strong,H_vs_E@strong,en,en,1,left,-1,1,2061,0,1,1
P15,1,rav02_ang,rav02,ang,strong,H_vs_R@strong,en,en,1,right,-2,-2,875,0,1,1
P15,1,rav04_hap,rav04,hap,normal,H_vs_E@normal,en,en,1,left,-2,2,1425,0,1,1
P15,1,rav14_hap,rav14,hap,strong,H_vs_R@strong,en,en,1,left,1,-1,951,0,1,1
P15,1,rav06_ang,rav06,ang,strong,H_vs_R@strong,en,en,1,left,2,-2,876,0,1,1
P15,1,rav02_ang,rav02,ang,strong,H_vs_E@strong,en,en,1,left,2,-2,1190,0,1,1
P15,1,rav04_hap,rav04,hap,strong,H_vs_R@strong,en,en,1,right,-1,-1,1000,0,1,1
P15,1,rav06_ang,rav06,ang,normal,H_vs_E@normal,en,en,1,right,-2,-2,1091,0,1,1
P15,1,rav12_fea_r2,rav12,fear,strong,H_vs_E@strong,en,en,1,left,0,0,1072,0,1,1
P15,1,rav10_fea,rav10,fear,strong,H_vs_E@strong,en,en,1,right,1,1,1333,0,1,1
P15,1,rav16_hap,rav16,hap,strong,H_vs_R@strong,en,en,1,right,-1,-1,960,0,1,1
P15,1,rav04_hap,rav04,hap,strong,H_vs_E@strong,en,en,1,left,-1,1,873,0,1,1
P15,1,rav08_ang,rav08,ang,strong,H_vs_R@strong,en,en,1,right,-2,-2,1382,0,1,1
P15,1,rav18_dis,rav18,dis,strong,H_vs_R@strong,en,en,1,left,-1,1,890,0,1,1
P15,1,rav08_ang,rav08,ang,strong,H_vs_E@strong,en,en,1,left,1,-1,1887,0,1,1
P15,1,rav16_hap,rav16,hap,strong,H_vs_E@strong,en,en,1,left,-1,1,1818,0,1,1
P15,1,rav12_fea_r2,rav12,fear,strong,H_vs_R@strong,en,en,1,right,-1,-1,1131,0,1,1
P15,1,rav02_ang,rav02,ang,normal,H_vs_E@normal,en,en,1,left,-2,2,1012,0,1,1
P15,1,rav20_fea_r2,rav20,fear,strong,H_vs_R@strong,en,en,1,right,-2,-2,1360,0,1,1
P15,1,rav14_hap,rav14,hap,normal,H_vs_E@normal,en,en,1,right,-1,-1,3506,0,1,1
P15,1,rav02_dis,rav02,dis,strong,H_vs_E@strong,en,en,1,right,-1,-1,1052,0,1,1
P15,1,rav02_dis,rav02,dis,strong,H_vs_R@strong,en,en,1,left,2,-2,1310,0,1,1
P15,1,rav12_fea_r2,rav12,fear,normal,H_vs_E@normal,en,en,1,left,1,-1,1855,0,1,1
P15,1,rav14_hap,rav14,hap,strong,H_vs_E@strong,en,en,1,right,0,0,3043,0,1,1
P15,1,rav16_hap,rav16,hap,normal,H_vs_E@normal,en,en,1,left,0,0,521,0,1,1
P15,1,rav10_fea,rav10,fear,normal,H_vs_E@normal,en,en,1,right,-1,-1,1924,0,1,1
P15,1,rav20_fea_r2,rav20,fear,normal,H_vs_E@normal,en,en,1,left,-1,1,1077,0,1,1
P15,1,rav24_dis,rav24,dis,strong,H_vs_E@strong,en,en,1,right,1,1,1272,0,1,1
P15,1,rav24_dis,rav24,dis,normal,H_vs_E@normal,en,en,1,right,-1,-1,945,0,1,1
P15,1,rav06_ang,rav06,ang,strong,mute:H_vs_E@strong,en,en,1,right,1,1,9072,0,1,1
P15,1,rav10_fea,rav10,fear,strong,mute:H_vs_E@strong,en,en,1,left,1,-1,1614,0,1,1
P15,1,rav20_fea_r2,rav20,fear,strong,mute:H_vs_E@strong,en,en,1,right,1,1,777,0,1,1
P15,1,rav16_hap,rav16,hap,strong,mute:H_vs_E@strong,en,en,1,right,2,2,738,0,1,1
P15,1,rav04_hap,rav04,hap,strong,mute:H_vs_E@strong,en,en,1,left,-2,2,790,0,1,1
P15,1,rav18_dis,rav18,dis,strong,mute:H_vs_E@strong,en,en,1,left,0,0,939,0,1,1
P15,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,left,1,-1,2243,0,1,1
P15,2,jp_hap_short_sentence,,hap,jp,L_vs_E@jp,jp,en,0,right,1,1,1273,0,1,1
P15,2,en_ang_short_sentence,,ang,en,L_vs_Lrev@en,en,en,1,left,-2,2,1223,0,1,1
P15,2,jp_sad_short_sentence,,sad,jp,L_vs_E@jp,jp,en,0,left,-1,1,1158,0,1,1
P15,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,right,-2,-2,788,0,1,1
P15,2,jp_hap_short_sentence,,hap,jp,L_vs_Lrev@jp,jp,en,0,left,-2,2,706,0,1,1
P15,2,cn_esd0002_short3_ang,,ang,cn,L_vs_E@cn,cn,en,0,left,-1,1,828,0,1,1
P15,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,left,1,-1,3851,0,1,1
P15,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,left,1,-1,834,0,1,1
P15,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,right,-1,-1,985,0,1,1
P15,2,jp_sad_short_sentence,,sad,jp,L_vs_Lrev@jp,jp,en,0,right,1,1,1300,0,1,1
P15,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,right,-2,-2,1653,0,1,1
P15,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,right,-2,-2,767,0,1,1
P15,2,en_ang_short_sentence,,ang,en,L_vs_E@en,en,en,1,right,-2,-2,503,0,1,1
P15,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,left,-1,1,1097,0,1,1
P15,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,left,1,-1,1788,0,1,1
